"Time","Position"
1.0E-5,2.085258182682783E-6
2.0E-5,2.6335489113700458E-6
3.0000000000000004E-5,2.818658239092811E-6
4.0E-5,2.399822723572756E-6
5.0E-5,2.5704048598176967E-6
6.0E-5,3.027432834517331E-6
7.000000000000001E-5,3.697443025954805E-6
8.0E-5,3.2411176938020922E-6
9.0E-5,4.224814371369779E-6
1.0E-4,5.49821275314129E-6
1.1E-4,7.31343234496611E-6
1.2E-4,9.041191126065809E-6
1.3000000000000002E-4,1.0470823417971184E-5
1.4000000000000001E-4,1.1798489114848361E-5
1.5000000000000001E-4,1.3025577990096344E-5
1.6E-4,1.3535379989478986E-5
1.7E-4,1.3466320883334887E-5
1.8E-4,1.3264792415064766E-5
1.9E-4,1.3371011438535094E-5
2.0E-4,1.4659388546074902E-5
2.1E-4,1.5033107097570682E-5
2.2E-4,1.5480451489334225E-5
2.3E-4,1.610484620601036E-5
2.4E-4,1.801457914841596E-5
2.5E-4,2.011647560951449E-5
2.6000000000000003E-4,2.1208263501113982E-5
2.7000000000000006E-4,2.2432096576630768E-5
2.800000000000001E-4,2.3492362507468808E-5
2.900000000000001E-4,2.485353293135044E-5
3.0000000000000014E-4,2.6006852829260928E-5
3.1000000000000016E-4,2.667255982873371E-5
3.200000000000002E-4,2.686684644898371E-5
3.300000000000002E-4,2.8322287898314256E-5
3.4000000000000024E-4,3.0297298943596424E-5
3.5000000000000027E-4,3.208703979256879E-5
3.600000000000003E-4,3.376120934164059E-5
3.700000000000003E-4,3.542287187260909E-5
3.8000000000000035E-4,3.611918586784306E-5
3.9000000000000037E-4,3.719644401510305E-5
4.000000000000004E-4,3.796576803914195E-5
4.100000000000004E-4,3.808048032622535E-5
4.2000000000000045E-4,3.7775506923707915E-5
4.300000000000005E-4,3.850673258146087E-5
4.400000000000005E-4,3.927859136627489E-5
4.5000000000000053E-4,3.929044147198909E-5
4.6000000000000056E-4,3.98767600677359E-5
4.700000000000006E-4,4.031754427747031E-5
4.800000000000006E-4,4.0767129619881524E-5
4.900000000000006E-4,4.062407903302859E-5
5.000000000000007E-4,4.115912572524646E-5
5.100000000000007E-4,4.247013876662811E-5
5.200000000000007E-4,4.372204756676833E-5
5.300000000000007E-4,4.489710363794087E-5
5.400000000000008E-4,4.613672488591963E-5
