,index,pos_x,pos_y,pos_z,ori_x,ori_y,ori_z
52,6195.0,-8.063773898203435,-1.9018657793563989,-29.705202560158284,25.676077630510598,22.82216361450125,-8.065840183072618
53,6196.0,-8.179292082046418,-1.7965765888295664,-30.23461249485723,25.90105945312697,22.037716857220182,-7.295027149818275
54,6197.0,-8.288441209522265,-1.6903384726432478,-30.76371422059364,27.557048717199663,20.821959986715346,-6.584148223120762
55,6198.0,-8.375991956833875,-1.5653232340192744,-31.28792207042835,28.091546256558445,19.18615335724188,-6.605408015217724
56,6199.0,-8.466154062785677,-1.4431744956409602,-31.809323419460185,29.373810678728244,18.00267147472638,-5.480755298332813
57,6200.0,-8.541536406682013,-1.3259169684258723,-32.332067272016445,29.844927188789512,16.478801389981037,-5.000925992408773
58,6201.0,-8.614359954633894,-1.190054898278845,-32.85743206093798,30.76337825606301,14.952858539357784,-4.474399023809531
59,6202.0,-8.669648341915458,-1.044418965517707,-33.37990147307889,30.474127595859205,13.525942528669578,-3.908493710123117
60,6203.0,-8.725647242915967,-0.9009138915704398,-33.894060536776266,32.31953033188466,11.646733959169104,-3.7111200953092096
61,6204.0,-8.78223128701152,-0.7562307032919762,-34.41258219333497,33.134005892478726,9.922990823380774,-3.520221046038507
62,6205.0,-8.828840096282542,-0.6098088089095199,-34.92516839682597,34.00585408500474,8.235945082080814,-3.2822097450944923
63,6206.0,-8.869585048573263,-0.45234278513987647,-35.440231159802465,34.55765330500248,6.62258096020904,-2.718505453431256
64,6207.0,-8.913909260009587,-0.27438842048172774,-35.948503082030186,35.19407865557258,5.900346539321114,1.4650908741493631
65,6208.0,-8.928885216344305,-0.12236466694685078,-36.43461307035804,35.78176116492024,5.228757237853354,3.657463779392637
66,6209.0,-8.944703693635311,0.020844530407657658,-36.95016821682424,35.7245857836301,3.4927421432664096,4.507416001040887
67,6210.0,-8.961400581174157,0.17720439549077582,-37.45824145460958,36.69817734142875,0.6251849722845315,2.9038692332894125
68,6211.0,-8.969393737130684,0.34167760236232425,-37.97532200068639,37.01355327874835,-1.3909340578340506,3.212460578188922
69,6212.0,-8.965160257783683,0.4999945302637343,-38.48832168960348,37.80408187805412,-3.35948258377533,3.6280166468724553
70,6213.0,-8.95691214347869,0.6576962568067302,-39.00275448732384,38.029088798619824,-5.298362753830931,4.069640774302761
71,6214.0,-8.936242134918531,0.8182062994038688,-39.514273049013866,38.13846610385669,-7.143191330372255,4.936379497072601
72,6215.0,-8.915581127661001,0.974367544864549,-40.026045439292716,37.77614359613907,-9.07884968893318,5.326767953903803
73,6216.0,-8.880338456627513,1.1451100612764549,-40.53977187783798,38.22591984820341,-11.050947687041484,6.132187701145866
74,6217.0,-8.850281086846714,1.3025538471512164,-41.0505748118463,38.29668629074985,-13.031914776217576,6.722769739143415
75,6218.0,-8.8096896096194,1.4473366962499767,-41.56460286720446,38.05624820312153,-15.014205991873196,7.195383857100368
76,6219.0,-8.75267909007,1.6093798985766625,-42.07245492330159,37.895965886075686,-16.94787830866515,8.009173266282245
77,6220.0,-8.688809371501213,1.7652366243844426,-42.582823898369696,37.955823469323406,-18.87110950526684,8.857350029574658
78,6221.0,-8.61329325314476,1.907033558623084,-43.09012571000872,38.12863951636244,-20.85706794642461,8.782992814411468
79,6222.0,-8.534088295140782,2.0360874630604258,-43.6040554670478,37.67209453407925,-22.755571176683755,11.429602669423282
80,6223.0,-8.444180697285582,2.1877632472371715,-44.106460449446814,37.0623005730004,-24.754231460786183,9.697657941920204
81,6224.0,-8.34955530112974,2.330500132579573,-44.612049434368686,36.70334527567952,-26.788524320253764,10.835347241631045
82,6225.0,-8.247716501673485,2.4736010523809,-45.11390152495767,36.235294547426285,-28.907610305703,11.336721533152122
83,6226.0,-8.134564329287956,2.607935595543495,-45.60873136874807,35.137186775544656,-30.892640457809016,11.661071930251005
84,6227.0,-8.015695295711023,2.7359900632264953,-46.10585240212083,34.72033432704866,-32.60430880852115,12.43785483268307
85,6228.0,-7.884077582316489,2.8694696044251486,-46.595651735313936,34.22990987318843,-33.89260069393373,14.481300764425797
86,6229.0,-7.7538479306866765,2.9897388532898503,-47.08808255291203,32.902658914797335,-36.31934161807375,14.103578518220855
87,6230.0,-7.614349171322609,3.09414431362336,-47.570561691611346,32.48819584976186,-37.97691861244011,14.877805423589558
88,6231.0,-7.448155157605383,3.209881476061014,-48.058709680187434,31.0970329255886,-39.75170656753642,15.55651814851852
89,6232.0,-7.2876032709797185,3.3182163369795035,-48.52535423257234,31.30860018756053,-41.0225991855684,17.400511296958506
90,6233.0,-7.144296471643273,3.4239623098312677,-48.99956758150242,29.76618447255541,-43.14931025950282,17.45898922694641
91,6234.0,-6.980400252826759,3.516753989509084,-49.4645783002897,28.763120019691083,-44.41308922262473,17.92749674658889
92,6235.0,-6.810947476079213,3.6155049694453965,-49.9268455760282,27.66773308406826,-46.75506633368281,19.37663959837171
93,6236.0,-6.628738474645898,3.7035667455078283,-50.382326856225916,26.388181567017185,-48.22182084046318,20.471203098924438
94,6237.0,-6.444988150657469,3.7835657641287526,-50.84184050605617,25.259664415012445,-50.09447530241725,20.375227850945613
95,6238.0,-6.2618470054370725,3.852145450838975,-51.286503664077344,24.24113072494362,-51.53157987886511,20.96292796910361
96,6239.0,-6.074386421168866,3.936322091574425,-51.73387912437269,22.729460798227297,-53.61862279750614,22.34745114676901
97,6240.0,-5.88704678211882,3.9940152534200024,-52.172979856285224,21.49290387618135,-54.629599153679365,22.69184887137213
98,6241.0,-5.698094627738856,4.060231096194116,-52.606427682314035,20.29774531783925,-56.68759741094119,21.42668220882734
99,6242.0,-5.507197976441227,4.11216677504558,-53.04675628134328,18.37589185605798,-58.07597580550463,21.412366838354675
100,6243.0,-5.320080916937809,4.168837915783342,-53.476401354096765,18.279141916930293,-60.633313212760704,21.03543775361902
101,6244.0,-5.122556456918176,4.223656671536446,-53.905250135145906,16.177080695097246,-62.30597718902696,21.01290591916952
102,6245.0,-4.928569920531755,4.262470118777401,-54.328229655105105,15.319517388784767,-63.57846921954879,21.823041586554947
103,6246.0,-4.738385981999396,4.294530187219721,-54.7512352512193,13.773220050764552,-64.9817175955984,22.2417037068234
104,6247.0,-4.540477696331169,4.326768558293111,-55.177483473499564,11.781147485173564,-66.34500697392991,23.34552470477343
105,6248.0,-4.34120282182667,4.342521990739783,-55.60182392789855,10.733421051625474,-68.18661453701245,23.44809053684797
106,6249.0,-4.147694642523721,4.3542020823171015,-56.023350928471814,8.887730659291073,-69.41631926151851,24.28316695646553
107,6250.0,-3.9582456236579895,4.366863230157833,-56.44750915508004,7.956855379077487,-70.14088035337095,25.296587157392796
108,6251.0,-3.765894398813555,4.382587082992359,-56.86258340411533,5.441743355259125,-71.4650557174552,24.5201168434127
109,6252.0,-3.581707468344585,4.377683746658363,-57.27774451588442,3.624870027516735,-72.70394760371272,24.56537954232412
110,6253.0,-3.3944896703207466,4.376762842057019,-57.7039921828225,2.3749050471739204,-74.0084507534737,25.96845522672336
111,6254.0,-3.2166005338080366,4.365719604207129,-58.1228426639847,0.7165319540606496,-74.73359074936315,26.64380920163876
112,6255.0,-3.0385603247658466,4.352092682219563,-58.5425586838912,-0.3957078975948151,-75.95911327953262,26.757701772886016
113,6256.0,-2.85637268791304,4.321837287357994,-58.966164175433306,-2.689243887714043,-77.1427327003991,27.130890466153755
114,6257.0,-2.6791745093023143,4.288593795105612,-59.398422113613464,-4.389631794874332,-77.909030587876,27.68017612881967
115,6258.0,-2.502618164874999,4.259612966169698,-59.81856943277853,-5.64979241162864,-78.96697536837006,28.22104278020189
116,6259.0,-2.325335927723395,4.218988329831177,-60.2456953830079,-7.387471209338033,-79.84815713487471,28.55575693024361
117,6260.0,-2.1597739089917067,4.167469531021425,-60.67497010894766,-9.538364067555738,-80.9478575445215,28.44320049489998
118,6261.0,-2.013307779141584,4.126103298465296,-61.106411205864276,-10.535359293320475,-81.4124898446736,29.725582689001005
119,6262.0,-1.826258758234411,4.066955452156435,-61.52947933034599,-9.71365186958052,-84.27292498254793,31.58594965943378
120,6263.0,-1.6580588767199664,4.022600019709444,-61.954528227558114,-12.509863324233155,-85.07026841318464,32.570370120724135
121,6264.0,-1.5102063139608637,3.953678513900286,-62.3701091802306,-13.301127774417582,-85.30085159941979,32.559656108296906
122,6265.0,-1.349582406772428,3.894393181034161,-62.80945356208281,-16.142051295055104,-87.20770029303847,33.11989733931606
123,6266.0,-1.1994246565566882,3.820215986782614,-63.256439018077515,-17.772952307779647,-87.76369246344268,34.35130775415924
124,6267.0,-1.0564722216133617,3.7410527268749547,-63.68372046921306,-19.749083485225057,-89.07308001242872,34.06320370938838
125,6268.0,-0.9110486252614427,3.6651851191810465,-64.12630661628901,-20.407174745212785,-89.2171408576611,34.355565357980915
126,6269.0,-0.7736616931456117,3.5752583547950962,-64.56287326178929,-22.094519648363224,-90.56685117769692,34.73853706355718
127,6270.0,-0.6385077182736056,3.4871619717116573,-65.0052717001177,-24.205275586063348,-90.9282942958753,32.699010802876835
128,6271.0,-0.5079147030140811,3.3939762377546003,-65.44864571281096,-25.39516176136149,-91.75497513766538,32.801529842406744
129,6272.0,-0.35860187029404855,3.271561090400155,-65.88936879502654,-28.65797374451566,-92.93153120068172,31.542229691984048
130,6273.0,-0.22500660224909907,3.175224879631969,-66.33415445229966,-29.37653815081289,-93.648534426452,31.420297893964477
131,6274.0,-0.10114649265109232,3.070545490743598,-66.78891816725647,-30.794606746263348,-94.86067865653342,32.09260101670794
132,6275.0,0.027783622728975388,2.963925194772287,-67.2410429078509,-32.64283568262624,-96.0999608898253,32.485755931827576
133,6276.0,0.1576766124071547,2.8522445604851328,-67.69189332797166,-33.6739870270862,-96.92508622336696,32.565722751599175
134,6277.0,0.2708293079318018,2.756901555965783,-68.14527500470277,-35.07139021214845,-98.04238435498311,33.31383727058115
135,6278.0,0.38918174313370724,2.643139574251336,-68.60355379940054,-36.63522995931692,-99.35206100802408,33.40392929777416
136,6279.0,0.5037338334374679,2.5385266324794884,-69.05543236559927,-37.174928455233264,-100.72413701363143,33.77280806534481
137,6280.0,0.6213985376367228,2.416189374380906,-69.51437718093072,-38.67130940607803,-101.61047874390496,32.45214023268798
138,6281.0,0.7433253266214255,2.313950884766655,-69.9713936065611,-40.21966827047366,-102.96526863592968,32.25417845775341
139,6282.0,0.8624980485205249,2.206497564136953,-70.42413202379913,-40.48458967288544,-104.20096317134866,32.033229517392066
140,6283.0,0.9747142997359752,2.0921407018755644,-70.88578658884114,-41.81478618026525,-107.73139155248032,33.69874087048231
141,6284.0,1.0947858637110883,1.9687991078915275,-71.35016221116956,-42.87632823431551,-107.08480364209268,31.887790084728707
142,6285.0,1.2119394867445568,1.8695105341200815,-71.80808861582017,-43.70346215652253,-108.24489550789156,31.47924276816412
143,6286.0,1.3340445899796034,1.7438037631141015,-72.27352152902088,-44.47749126194251,-109.68909600985585,31.052842553753774
144,6287.0,1.4483676968349117,1.643008555806773,-72.73242858061627,-44.45944827519294,-110.9432982605322,31.27184901403273
145,6288.0,1.5733571985945174,1.5251604739081586,-73.19632052895014,-46.32291927616596,-112.86463184285743,29.649262030236727
146,6289.0,1.694066728946865,1.4138197572322042,-73.65394430585195,-47.91647660312632,-113.97809984066622,29.28417970656089
147,6290.0,1.817610025169171,1.3046631244241098,-74.12304671051797,-48.1742723546008,-115.05124499676428,30.5875855162399
148,6291.0,1.9437365403873645,1.2065271418388193,-74.57957906597468,-48.19639299305793,-116.78330180240764,28.78746766876263
149,6292.0,2.0681329054459523,1.1050061068359582,-75.0429677834669,-48.64335153167244,-118.1686325430372,27.877373620301928
150,6293.0,2.1893545589271213,1.0019866146841423,-75.5005670915123,-50.02946246860143,-119.95357267367312,27.566520391681426
151,6294.0,2.325496579759643,0.9125578005899797,-75.96085307089623,-51.0266544482844,-121.3573386890884,28.751375757339723
152,6295.0,2.460093819343953,0.8155082305604537,-76.41201129482494,-50.98091135738624,-123.3975110623798,27.257493883705603
153,6296.0,2.5838214239818553,0.7229470513159413,-76.86780165352675,-52.700875052293554,-124.08344845569806,26.057269291026
154,6297.0,2.726453939154892,0.6320442712552676,-77.31879810690504,-52.600578854719565,-125.5107569812928,24.58269486856713
155,6298.0,2.8562313429807427,0.5533872611554216,-77.7755427383918,-52.62672368343432,-126.74807155125274,24.88468125420247
156,6299.0,3.004161432062186,0.45810609014756665,-78.2217034586013,-53.07451840976205,-128.41778933244333,23.782270013567214
157,6300.0,3.148233537891749,0.38015933371968913,-78.6689682640488,-53.83078843012508,-128.70847132019847,23.05563998480677
158,6301.0,3.2832986087184084,0.3003824666733408,-79.10932321788002,-54.3669936077997,-130.4385355207024,22.513099136594477
159,6302.0,3.4277309028389196,0.22542419639864875,-79.55851964843995,-55.143187439738426,-131.98247120730684,22.421364749327186
160,6303.0,3.5673732249339887,0.15210206728329467,-80.00416050994914,-55.59830053996134,-133.13199184619384,21.388019525147463
161,6304.0,3.7066025389285615,0.08504082138438207,-80.44443527628164,-57.44431900894215,-134.15381168345365,20.197078028883936
162,6305.0,3.850262796547958,0.004779488165354451,-80.88973308439097,-55.87039777287605,-135.67083678295305,19.92805249721328
163,6306.0,3.9933817974775154,-0.050721317110173914,-81.33124534942087,-57.5346824354836,-136.5217052757567,18.599405167946585
164,6307.0,4.142437336440213,-0.1179222237472004,-81.76817324631423,-57.95853013515804,-137.59893163948342,17.86736261226191
165,6308.0,4.282880908612758,-0.1907940092391982,-82.20975499508882,-57.98273781525134,-139.11969141330894,17.052946978432534
166,6309.0,4.425421866273571,-0.23827484551588896,-82.64741715278058,-58.11797138526259,-140.05459177858228,15.983402938295384
167,6310.0,4.564681315134414,-0.306157959963798,-83.10083095258366,-58.96855161873156,-141.22063490083934,15.483142164875968
168,6311.0,4.697141727742864,-0.36651718469465777,-83.54065571603863,-58.99287311581097,-142.7164541380561,14.119405352552764
169,6312.0,4.835461289531922,-0.4265479121434055,-83.98943927435212,-56.06078118539087,-143.83468875276262,13.402983169041448
170,6313.0,4.970319296688582,-0.47612039149646534,-84.43127747774614,-57.74314108980277,-145.18440006498835,12.919970612268392
171,6314.0,5.1037971255567784,-0.5293592003290541,-84.88638294192316,-59.64976074900783,-145.80786493379986,11.354570400398108
172,6315.0,5.239714340510605,-0.5789959922714161,-85.32977542028269,-59.68855832496691,-146.72393827029836,11.704763897206885
173,6316.0,5.370580643939628,-0.623512595881266,-85.7850331773945,-57.74541010533429,-148.53259298037966,10.561301991280835
174,6317.0,5.505424540225785,-0.6726826370332901,-86.23411739127616,-59.63173840033593,-149.1850900924026,9.162717634564125
175,6318.0,5.635212947759276,-0.711236970180039,-86.68714489139381,-59.89186681306728,-149.51814097705312,7.750390875252101
176,6319.0,5.765123531193317,-0.7662529580832143,-87.14555888038961,-60.68863521964931,-149.85677425275864,7.226745006465714
177,6320.0,5.896924109198207,-0.809192740824983,-87.60586278509061,-61.07037289883981,-151.84531426948507,5.648852612716237
178,6321.0,6.02024252852608,-0.8467813388983814,-88.06799494490542,-61.687860759065344,-152.9603237244077,3.7807566441615386
179,6322.0,6.149376047609578,-0.885816465888638,-88.53477075495516,-60.431605649713845,-153.39708925904597,3.8469313523253774
180,6323.0,6.273546106147893,-0.9270257469746639,-89.00066887512503,-60.30453300200298,-154.8144514669402,2.841598251667962
181,6324.0,6.388020723127837,-0.9593863548686841,-89.47224107072134,-60.94573078993298,-155.55573750485843,1.3787494508487983
182,6325.0,6.502491898300344,-0.9986522838460132,-89.9395914471439,-61.69723741888267,-155.65931079155175,0.3183547210754023
183,6326.0,6.6309993648661125,-1.0259962955883566,-90.42020145671486,-60.93600399875274,-157.80701651018094,-0.895859078203685
184,6327.0,6.752322537906273,-1.0549043791365875,-90.91054655074444,-60.99317338955515,-158.23516069686042,-1.888022093051139
185,6328.0,6.854281658865379,-1.0914531092307698,-91.38716062130996,-61.13399536236777,-158.7198218579024,-2.707618736077116
186,6329.0,6.9747062749438316,-1.1122669612952905,-91.87718635665452,-61.12007670810259,-159.46293488609922,-3.728993124359028
187,6330.0,7.083485464698181,-1.1322120018591022,-92.37007691091759,-63.39661974423114,-158.9536811884458,-5.005102166577755
188,6331.0,7.186020944033619,-1.1656369484530842,-92.87433642418934,-63.5248781070707,-160.87852376038975,-6.618993364586017
189,6332.0,7.310802414347417,-1.178667180575303,-93.3735629199644,-64.17351514852938,-160.98727129775278,-7.183908063693975
190,6333.0,7.43144008731882,-1.1990019035315527,-93.87700566641739,-63.97674024800629,-162.169477749299,-8.543416525082113
191,6334.0,7.5281733484310225,-1.2188949100763011,-94.38016922677858,-63.93126661080932,-162.62542958717486,-9.331918101590306
192,6335.0,7.621885166712212,-1.2216212510622881,-94.89530412938284,-64.13770121568403,-163.62181135649345,-10.454942758023424
193,6336.0,7.725653835605466,-1.2545926992165732,-95.4070996483906,-66.1421348820857,-163.80793085341975,-11.934162514383912
194,6337.0,7.832480786203052,-1.2730536496931109,-95.92052994570265,-64.1399078242504,-167.8616144631926,-14.22668866629305
195,6338.0,7.932811772231177,-1.278511706900872,-96.44782523041425,-59.724909627863845,-169.9208198279028,-14.775825580048716
196,6339.0,8.031423989104407,-1.2800011580932278,-96.97970685496732,-64.23644453317134,-169.85502338576532,-16.723505639173716
197,6340.0,8.138477480516567,-1.288085239898919,-97.52080015129876,-62.08427997894111,-170.89173865101176,-16.84707511155081
198,6341.0,8.23793584886156,-1.2809811630069134,-98.04699841254495,-62.46171668745926,-172.4734529393045,-19.142037457953688
199,6342.0,8.339468626860839,-1.2902111887227647,-98.59200500327415,-61.67466513085753,-173.4551361708955,-19.527651557130568
200,6343.0,8.445893820435543,-1.2880661949798196,-99.14117858526234,-61.02494847472576,-174.82453896833934,-20.15288850954447
201,6344.0,8.545944289254471,-1.2868733925870401,-99.69303908958791,-59.07020882951381,-177.25097265962714,-21.387086993687948
202,6345.0,8.647165109405911,-1.282518523193744,-100.25470915026467,-58.893831060972566,-178.81681000435435,-22.82101766751346
203,6346.0,8.747336996063574,-1.2742121037498464,-100.81566054879451,-59.81710111961287,-179.94006464709358,-23.3754824285677
204,6347.0,8.84707171859369,-1.2602025589394543,-101.38045435693694,-59.330323399987286,-181.2118437098605,-25.43125327650667
205,6348.0,8.955598421107688,-1.247046202516799,-101.95245170250139,-62.335909686028735,-182.05779176959865,-26.776296075132624
206,6349.0,9.065290277369204,-1.2370989088071838,-102.52355744073067,-60.24863681053885,-183.81185527405583,-26.506577353626795
207,6350.0,9.167668644259319,-1.2188925559996733,-103.0958753758996,-57.26651383940477,-185.90697307977888,-26.577424847379326
208,6351.0,9.276522412861716,-1.1980231930469927,-103.6784013012849,-58.69154367409092,-187.13903252623237,-27.836368636491724
209,6352.0,9.390790384014132,-1.1780481803809835,-104.25948533235187,-59.29783846052076,-188.38355375521184,-28.574064691424613
210,6353.0,9.513408125557689,-1.1542953325131293,-104.8472359591526,-58.55490496070436,-190.2305227827625,-28.554924362173946
211,6354.0,9.624938738242793,-1.1312339476279476,-105.4332037160131,-58.98284718548,-191.28221277700305,-29.103508397985504
212,6355.0,9.745117159742726,-1.1003900337146888,-106.02224871906634,-58.5253025617835,-193.39060450271063,-28.863277902030266
213,6356.0,9.868360433338811,-1.0741833926257414,-106.61362508655488,-57.32430266949211,-194.70170031488647,-29.96151569195184
214,6357.0,9.9940253261369,-1.0442387405211093,-107.2051917878747,-59.821751982552506,-195.4115295268235,-30.38267513885381
215,6358.0,10.130151308123413,-1.0133384947063178,-107.80026917139108,-58.84648463103792,-197.1764208215499,-29.95261644134891
216,6359.0,10.26080277346955,-0.9841602789120998,-108.3885129681964,-59.47391157502204,-198.3018770706578,-29.40683036540238
217,6360.0,10.401667556408956,-0.9537873118969173,-108.9870567323638,-58.97037574476713,-200.20003988927425,-29.51868628482453
218,6361.0,10.54548221702278,-0.9260810748703534,-109.57993052777391,-58.33891757661243,-201.778661853915,-29.26961388829984
219,6362.0,10.681121746762589,-0.8904228109992118,-110.17424461292671,-58.35909855008016,-202.85611219744249,-28.680727014822534
220,6363.0,10.836567424734387,-0.8638673525232434,-110.75900555177512,-59.19932443588504,-204.19189892403563,-27.725958971028696
221,6364.0,10.99423751258782,-0.8381387936874489,-111.34765326758938,-60.4012842903006,-205.4178516095908,-26.908560566880983
222,6365.0,11.14230691969745,-0.8183721663634742,-111.93703688139837,-59.93137853623964,-206.6104976399364,-25.60843367851248
223,6366.0,11.305436182623424,-0.7961262249315268,-112.51660110464026,-58.92222693592661,-208.152664911418,-25.163267161482302
224,6367.0,11.474739066424117,-0.7785698079605936,-113.10632839137284,-59.55122803864588,-209.0951876156909,-23.94292274066908
225,6368.0,11.644392675449453,-0.7512356192446532,-113.68216850507957,-59.84038959364643,-210.0522318130429,-22.99402420764057
226,6369.0,11.816945001845117,-0.7436402939533764,-114.25907529803968,-58.93669178381703,-211.27668987562868,-21.568146991252668
227,6370.0,12.000398780764154,-0.7364495836229707,-114.82900768677935,-59.97324461326974,-212.134971994054,-20.3888552133995
228,6371.0,12.177806505284629,-0.7279923073009513,-115.39822689084123,-56.56708945965459,-214.1006142577365,-18.795851568673584
229,6372.0,12.366625363380614,-0.7208333167159253,-115.95724099260303,-59.509424590522265,-212.80796660033744,-16.646845417989972
230,6373.0,12.541912740125913,-0.7200135850570177,-116.52840919004113,-63.06252604533128,-212.28008850889748,-14.713599460690574
